epoch,train_mse,lr,epoch_time_s,val_mse,val_rmse,val_mae,val_ci,val_rm2,val_pearson,val_spearman,val_auroc,val_auprc
1,0.6444925916803388,0.0005,8.8438138961792,0.6440720250371685,0.8025409802852241,0.5212093256809739,0.6403626389671386,0.10879197835040384,0.3315555823871931,0.3858905197486716,0.6686678679734541,0.37309142553818353
2,0.5871575537849826,0.0005,8.572710037231445,0.5954809497659604,0.7716741214826116,0.5184778314015737,0.6658804953318966,0.14211695465519697,0.39796108465047453,0.44968058453099174,0.6896453214960664,0.3902880373222426
3,0.551815575877938,0.0005,8.682284355163574,0.5742999382973234,0.7578257968011668,0.5092566835084875,0.6817693613722764,0.16879110344267786,0.4450629853188175,0.48972347497523205,0.7039500285676614,0.4400377988345837
4,0.5261799403957103,0.0005,8.206952333450317,0.5600546403135435,0.7483679845594301,0.48483912893117764,0.6832218130725239,0.21099319163269115,0.4596161597269683,0.4945903441691726,0.7049883531841955,0.44657510725495814
5,0.514792459786528,0.0005,10.145957708358765,0.5818698569776845,0.7628039439972006,0.5185879355940067,0.6900548338739256,0.18111609469649395,0.48529542232717937,0.5094202520546595,0.717823473827627,0.45888040385111906
6,0.4956618000449553,0.0005,9.0210542678833,0.5235425170252223,0.7235623794982864,0.5078268010617316,0.6962090246175274,0.23917744146599618,0.5159568660047105,0.5274439824172465,0.75040104601591,0.5123907414628903
7,0.483424003257243,0.0005,7.938207626342773,0.5054623168159613,0.7109587307403724,0.4814155252750914,0.7045332928685386,0.26171354455795487,0.5410612676512813,0.5436859100302283,0.756171713620182,0.5475608374278564
8,0.466406613570133,0.0005,9.725112915039062,0.48202370337817213,0.694279269010801,0.4708605440839321,0.71779551467626,0.30697580836557564,0.559979620292669,0.5759241363801355,0.7584692128510526,0.5414726793057438
9,0.46236317482147676,0.0005,7.968497037887573,0.49763586884207206,0.7054331072767085,0.4800632154997288,0.7095843847682155,0.2844812107289572,0.5470741829449907,0.5565688863562959,0.7572644266690107,0.5314638208066986
10,0.4504584767384215,0.0005,8.02368450164795,0.47470912154420514,0.6889913798765592,0.4459822728083684,0.7196349683097972,0.3054780636030916,0.5717734369886697,0.5820555999227698,0.7565051861293016,0.5444589134259098
11,0.44707920498901527,0.0005,8.048747777938843,0.4772610112734869,0.6908408002380049,0.46100799124442515,0.7151837771847358,0.2976371195820995,0.5687314679286424,0.5702068783093214,0.7657572627785346,0.556805550150781
12,0.4374071117639404,0.0005,9.407633781433105,0.4493234924616443,0.6703159646477506,0.4362391233950841,0.7295489067243163,0.3532563578835943,0.597227435840291,0.6031027803380538,0.7738210345888454,0.5856043371680776
