epoch,train_loss,train_bce,train_ddi,epoch_time_s,lr,val_jaccard,val_prauc,val_f1,val_precision,val_recall,val_avg_drugs,val_ddi_rate,val_precision@10,val_jaccard@10,val_hit_rate@10,val_n_visits,val_select_score
1,0.18436051794189087,0.1827823575189773,0.03156321644386713,12.616997241973877,0.002,0.17296983329971694,0.425187129267791,0.286862107202952,0.5731922998068477,0.20608775251910377,8.990482664853841,0.018321458314055704,0.5736913664174031,0.18852197540572527,0.9435757987763427,1471,0.17296983329971694
2,0.12308401979030446,0.12046113007880271,0.052457797321233346,12.756051063537598,0.002,0.154994071698002,0.44280681164561586,0.26149739164836994,0.6490264154608139,0.1732968241929568,6.465669612508497,0.020141317016317016,0.5985044187627465,0.1987786494683114,0.9435757987763427,1471,0.154994071698002
3,0.1192395306648092,0.11661355482771042,0.05251951333373151,12.348955392837524,0.002,0.220632115010692,0.4450221597204664,0.34931120015954575,0.6121350876344478,0.25993138680676486,11.002039428959892,0.07096110601308903,0.5997960571040108,0.19994449877569764,0.9456152277362339,1471,0.220632115010692
4,0.1167104792721728,0.11409034976299773,0.0524025873300877,12.330077171325684,0.002,0.20689697075451507,0.4863326680742207,0.3322544695939245,0.6735703981795076,0.23241780393052044,8.95581237253569,0.050269677438740404,0.6229095853161114,0.21546111832063608,0.9884432358939497,1471,0.20689697075451507
5,0.11455766745704285,0.11196988567392877,0.051755635741543266,12.672587871551514,0.002,0.23602142174291432,0.49365779933681603,0.36361685419423156,0.6602001665594123,0.2684424711782975,10.016995241332427,0.08414484475184382,0.6257647858599592,0.2179693357105655,0.9884432358939497,1471,0.23602142174291432
6,0.11263615764836048,0.11007943606757103,0.051134441047906876,12.263267755508423,0.002,0.21021260269263603,0.5110639106016442,0.32361355900582195,0.713634361827132,0.22748735868370498,8.019034670292319,0.06863343609779922,0.641400407885792,0.22587772357045027,0.9918422841604351,1471,0.21021260269263603
7,0.10961408928987827,0.10701869095259524,0.05190796864793656,11.860030889511108,0.002,0.2578882149666244,0.5267239163471994,0.3809529272900024,0.6903863146952411,0.2869880217519161,10.403127124405167,0.072541414366902,0.6481985044187627,0.2278254755387907,0.9932019034670292,1471,0.2578882149666244
8,0.10708455884076179,0.10446997906299348,0.052291593336044474,12.607879161834717,0.002,0.2670189432483436,0.5348786454095665,0.3904985575072693,0.6862368177706751,0.299285542083864,10.958531611148878,0.08072059017257278,0.6516655336505779,0.22915245678335686,0.9938817131203264,1471,0.2670189432483436
9,0.10555148822195987,0.10295266119089533,0.051976541176121285,13.602524757385254,0.002,0.28257779586607634,0.54002137065996,0.4104750894303785,0.6880693115690641,0.3189234368686584,12.017675050985725,0.08555788893861672,0.6549966009517335,0.23066455354074478,0.9932019034670292,1471,0.28257779586607634
10,0.10423544302899787,0.10161906845392064,0.05232749689132609,12.700483083724976,0.002,0.2715682873440205,0.5424561784080242,0.40002259222709674,0.6909484672399733,0.3047063720564668,11.39089055064582,0.08068973804373948,0.6577838205302515,0.23211632482841058,0.9925220938137321,1471,0.2715682873440205
11,0.10336851693214254,0.10076059797342787,0.05215838511890553,12.312022686004639,0.002,0.2904901888757243,0.5453693515031619,0.4197502384603595,0.683276451018119,0.33053840247391064,12.514615907545886,0.08575335904610654,0.6573079537729436,0.23204479717078197,0.9925220938137321,1471,0.2904901888757243
12,0.10262911275346229,0.10001997269214467,0.052182787117805884,13.774934530258179,0.002,0.29544544778810633,0.5471856787169477,0.4249641846619609,0.673837610079017,0.3450082433352429,13.422841604350781,0.08455553332841996,0.6621346023113528,0.2340583070555372,0.9925220938137321,1471,0.29544544778810633
13,0.10214732397109905,0.09954741058197428,0.051998257240716446,13.150694847106934,0.002,0.29586290559073214,0.550659489714735,0.4244315670511274,0.6760980402820191,0.34528748609289267,13.358939496940856,0.08606011679474948,0.6654656696125085,0.23598565531175178,0.991162474507138,1471,0.29586290559073214
14,0.10127772089648754,0.09865918533599123,0.05237071818493782,11.983999013900757,0.002,0.2875929748928587,0.553240321033359,0.4134325199240392,0.6871818634232624,0.3281713328844206,12.571719918422842,0.0859945620301754,0.6662134602311353,0.23688393349485276,0.9932019034670292,1471,0.2875929748928587
15,0.10042374089677283,0.09780369984342697,0.05240081916464136,12.192517280578613,0.002,0.2970374083407782,0.5570496233054045,0.42781289927171107,0.6823048262514207,0.3427782512588521,12.930659415363698,0.08520134068650756,0.6692726036709721,0.23798420227854417,0.9918422841604351,1471,0.2970374083407782
