epoch,train_mse,lr,epoch_time_s,val_mse,val_rmse,val_mae,val_ci,val_rm2,val_pearson,val_spearman,val_auroc,val_auprc
1,0.6518628579574229,0.0005,27.70633292198181,0.6566239295777275,0.8103233487798112,0.5802064920758573,0.6425160897248215,0.0736372457309043,0.2855326891797493,0.39103594123005936,0.6158182437480771,0.2747316272957986
2,0.6229482328960115,0.0005,27.698030710220337,0.6478568787698473,0.8048955701020147,0.5280449519094588,0.6457221857410523,0.07315327163471144,0.27783163162663066,0.39892950501709684,0.6006762844460072,0.27210366486740767
3,0.6161165920136803,0.0005,27.698283433914185,0.638110466704279,0.7988181687369654,0.5482377272385818,0.6559654102449828,0.08651828427826248,0.2956327788335528,0.42341002127590727,0.6136251263569639,0.284685505513979
4,0.6097598575991301,0.0005,26.837655544281006,0.6404207559007337,0.8002629292305958,0.5299913975415309,0.6540516140178407,0.08192287566272816,0.2863879535449258,0.42171965243693765,0.6099437436821519,0.2813966665894294
5,0.6068133197820528,0.0005,33.84891438484192,0.6403661806161102,0.8002288301580431,0.5448606647535228,0.6588588469215286,0.08460778842849802,0.30349725678217887,0.4264849062407514,0.6247670636839098,0.29216818068861566
6,0.604874460472355,0.0005,33.754677295684814,0.6337243556455145,0.7960680596817803,0.5168563641743917,0.6563256564890573,0.08934896904002093,0.30748443105805146,0.4197479208644296,0.6262201687689536,0.2979298530386326
7,0.6034839343819007,0.0005,36.970664262771606,0.6334717820821842,0.7959094057002871,0.5243413591202502,0.6579858470048535,0.08921982863054896,0.3083125475791753,0.4258818432137579,0.6241836241374765,0.2920660777314963
8,0.6026073092925319,0.0005,31.47448992729187,0.6392910220414504,0.7995567659906646,0.5427028576566775,0.6591428394513402,0.0844990678735693,0.30362443172071124,0.4297121218241995,0.6203868720608272,0.2923250353510933
9,0.6031097462204544,0.0005,33.9971981048584,0.6342374506065581,0.7963902627522251,0.5160322112323779,0.6607732164848681,0.08874180448881601,0.30753149659896045,0.4350274761065704,0.6287401661319387,0.2945201872840776
10,0.6003858009298813,0.0005,29.876163244247437,0.629906304772048,0.7936663686789607,0.5248534587206761,0.6624939895255298,0.09503624221021868,0.31089266712077107,0.43796946137643744,0.6323633147277282,0.29959728784909095
11,0.6000824965126462,0.0005,28.454771757125854,0.6346539306340779,0.7966516996994847,0.5206027284258231,0.6579673091344688,0.08808674058959316,0.3070430226550844,0.4227295412161653,0.6246989407990154,0.3013086122494058
12,0.6000491392747411,0.0005,29.00916838645935,0.6291789789487148,0.7932080300581398,0.5197445200293104,0.6628121911151236,0.09616183594703678,0.3167264656754605,0.4372895626951353,0.6295043510745837,0.2975085064675387
