epoch,train_loss,train_bce,train_ddi,epoch_time_s,lr,val_jaccard,val_prauc,val_f1,val_precision,val_recall,val_avg_drugs,val_ddi_rate,val_precision@10,val_jaccard@10,val_hit_rate@10,val_n_visits,val_select_score
1,0.1655226042296024,0.16331945534082168,0.044062962795191625,14.266228675842285,0.002,0.15501907247050226,0.4419937225965903,0.2615124175154152,0.6630118804829885,0.1727714518766648,6.418762746431,0.05682873954784763,0.5966689326988444,0.1981026650451542,0.9435757987763427,1471,0.15501907247050226
2,0.12167909487764886,0.11903925668051903,0.05279676624118013,15.333564043045044,0.002,0.14000546352445725,0.4427891350572229,0.23811918269667534,0.6879220484930885,0.15023966342000325,5.456832087015636,0.045471521942110175,0.591842284160435,0.1953727375285641,0.9449354180829368,1471,0.14000546352445725
3,0.1178045837168998,0.11517987986828418,0.05249408109390989,14.208828210830688,0.002,0.21034262885006888,0.45445441128846703,0.33494429334859355,0.6203652451727991,0.2425739131594558,10.09993201903467,0.07067296340023613,0.6070020394289599,0.20405199673298174,0.9694085656016316,1471,0.21034262885006888
4,0.11511914939322371,0.11254718059555013,0.0514393853855894,12.18397855758667,0.002,0.25226088014335435,0.49609001180843837,0.38687606672632097,0.647089776773971,0.29205997679915097,11.393609789259008,0.0930074919728862,0.6239972807613868,0.21750292760116932,0.9870836165873556,1471,0.25226088014335435
5,0.11228598067735104,0.10970427317822233,0.05163416036583008,12.022587776184082,0.002,0.24977299673964617,0.5163185153372845,0.3738418249900173,0.6836520383123762,0.2774206299872472,10.201223657375936,0.07460096802670699,0.6431679129843644,0.22619684509415636,0.991162474507138,1471,0.24977299673964617
6,0.10925410830594123,0.10666079518008739,0.05186626330969182,12.538846492767334,0.002,0.2699154953984386,0.5282573386902517,0.40016777136101467,0.6906113349907983,0.30111642897373625,10.968048946295037,0.08141279395549772,0.6485384092454113,0.22759288814320444,0.9898028552005439,1471,0.2699154953984386
7,0.10697448237779293,0.10436983232168441,0.052092991927836806,13.137750148773193,0.002,0.27713961952969324,0.5348363437496688,0.40300559082031906,0.6816050345947309,0.3147857990607447,12.014955812372536,0.07712002795567413,0.6504418762746431,0.2288508095073036,0.9925220938137321,1471,0.27713961952969324
8,0.10527312755584717,0.10267467463904238,0.05196905183665296,12.520091533660889,0.002,0.27739890680917123,0.539935099774399,0.40483924204127475,0.6872371538112414,0.3134102567615333,11.71380013596193,0.08395032938844517,0.6543847722637662,0.23063021817654872,0.991162474507138,1471,0.27739890680917123
9,0.10421333065692415,0.1016098547806131,0.05206950603330389,11.826962947845459,0.002,0.3086678217592478,0.5440553344172632,0.44478142448517094,0.6568471212142547,0.36294091813694984,14.146159075458872,0.09038951524717062,0.6611148878314073,0.23377863145809868,0.9918422841604351,1471,0.3086678217592478
10,0.10317010400777167,0.10056615715965311,0.05207893117628199,12.01438021659851,0.002,0.2890772093019459,0.5465889687415343,0.4184395316439441,0.6880678590144793,0.32794210037189336,12.224337185588036,0.0898452145037759,0.6632222977566281,0.23515008430150916,0.9932019034670292,1471,0.2890772093019459
11,0.10213704803522597,0.0995327337308133,0.05208628204591731,11.89964246749878,0.002,0.27953713490965476,0.5528716536895428,0.4048217329237472,0.7021260850706273,0.3137737272562363,11.46974847042828,0.08755362908576231,0.6686607749830047,0.23742767170943974,0.9925220938137321,1471,0.27953713490965476
12,0.10123590903079256,0.09861617408534314,0.05239470303058624,12.233493328094482,0.001,0.2892554593870565,0.5571960288013221,0.4173909023522996,0.700715149711276,0.3257668270127408,11.901427600271925,0.08638737978506023,0.6719238613188308,0.2398896762038847,0.9918422841604351,1471,0.2892554593870565
13,0.10030215978622437,0.09769110619387728,0.05222107850490732,12.364110469818115,0.001,0.3119903289439067,0.5586312253405916,0.4466918322767996,0.6736265274979744,0.36412274091916186,13.813052345343303,0.0885056970436374,0.671176070700204,0.23912047734832348,0.991162474507138,1471,0.3119903289439067
14,0.09968284977243301,0.0970626730234065,0.05240353727911381,12.11101222038269,0.001,0.2961113287823218,0.5602092766813676,0.42544915135327727,0.6925127329726757,0.338212681842905,12.613188307273964,0.08474731781314608,0.6722637661454793,0.2395229853268136,0.9918422841604351,1471,0.2961113287823218
15,0.09927261636612263,0.09665350219670762,0.05238228291273117,11.828181982040405,0.001,0.29437355842899,0.5614224518229471,0.4237304426070563,0.6955288681768317,0.3336188706669129,12.243371855880353,0.08316986533771605,0.6743031951053705,0.24079126830443992,0.9918422841604351,1471,0.29437355842899
